,neuron-id,current_concepts,concepts_1,concepts_2,concepts_3,concepts_4
2240,2730,"[('monks', 1.0), ('faults', 0.9458292500784441), ('Assembly', 0.9298438007731598), ('representation', 0.9282213710888796), ('equality', 0.9155754854849077)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('liaison', 0.10111560242578906)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('congress', 0.12707761894589992)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('congress', 0.13044579619512406)]"
2241,532,"[('1804', 1.0), ('romantic', 0.8520529117444232), ('Multiple', 0.8021882602572392), ('indicates', 0.7901313877176077), ('versatile', 0.7896053908999036)]","[('1804', 1.0), ('romantic', 0.8477289938036938), ('Multiple', 0.8025794166248902), ('indicates', 0.7921051349225318), ('versatile', 0.7884335785981116)]","[('1804', 1.0), ('romantic', 0.8489501334789289), ('Multiple', 0.8030869425727271), ('indicates', 0.7951628934955686), ('versatile', 0.7878706028363804)]","[('1804', 1.0), ('romantic', 0.8435541078246435), ('Multiple', 0.7997660243780642), ('indicates', 0.7895002477585522), ('versatile', 0.7812282869478486)]","[('1804', 1.0), ('romantic', 0.8412641616959842), ('Multiple', 0.8027414105340476), ('indicates', 0.7979164165495232), ('versatile', 0.7800965008928232)]"
2242,5350,"[('Twilight', 1.0), ('Burnley', 0.9012289208963505), ('Final', 0.8975843541172807), ('Adobe', 0.8810596957074757), ('Arsenal', 0.8510962463208789)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('Internet', 0.11162148121627206)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('king', 0.11730308874916395)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('king', 0.12453034133420043)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('king', 0.1620810999751577)]"
2243,2522,"[('length', 1.0), ('bride', 0.979862247858817), ('recipients', 0.9088967594295798), ('th', 0.9041532917764771), ('peers', 0.8968500050636264)]","[('bride', 1.0), ('melt', 0.9986790479234198), ('horse', 0.9641321947728937), ('demonstrate', 0.9086657950141338), ('berth', 0.9034524930529841)]","[('melt', 1.0), ('bride', 0.9838592549455898), ('horse', 0.8921937471751904), ('berth', 0.8761707749539339), ('terrain', 0.8679926793971422)]","[('melt', 1.0), ('bride', 0.9673136214270754), ('horse', 0.9246237944026232), ('berth', 0.8955210079057493), ('Giants', 0.8475356089630132)]","[('melt', 1.0), ('bride', 0.8988352544928678), ('horse', 0.8918018281095847), ('berth', 0.840949873206759), ('seats', 0.7974558721653434)]"
2244,4817,"[('DeSantis', 1.0), ('Puy', 0.9754609031667675), ('Houten', 0.9443179557179097), ('Lenox', 0.9442450326338785), ('McGovern', 0.9416375799372734)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0)]"
2245,1226,"[('laid', 1.0), ('honours', 0.9219171272437479), ('searching', 0.8699575273332145), ('council', 0.8565022982506628), ('deported', 0.8456197817763002)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('laid', 0.13052772875101434)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('laid', 0.1427732777783926)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('laid', 0.16872393089949614)]"
2246,1176,"[('enjoy', 1.0), ('alive', 0.982512722369623), ('Legion', 0.8895039956346554), ('fragments', 0.8852936030304348), ('recipients', 0.8575319986872334)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('alive', 0.10844131163473764)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('enjoy', 0.17198708940620208)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('alive', 0.20908601212216688)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('alive', 0.20882706498339246)]"
2247,3256,"[('gymnastics', 1.0), ('Home', 0.9682415298464332), ('Chocolate', 0.9645470939527827), ('successive', 0.9504431104932084), ('Emmy', 0.9367295197257984)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('Burgundy', 0.11077004242491571)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('Burgundy', 0.12469090412296432)]"
2248,3466,"[('Sky', 1.0), ('Dead', 0.998247451125762), ('Towers', 0.9748412708461489), ('Franklin', 0.9663417848895437), ('Wyoming', 0.9655338949596418)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('Dogs', 0.11785604249213223)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('Dogs', 0.3877398851455296)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('Dogs', 0.2272251482453173)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('Dead', 0.3109392172903954)]"
2249,2125,"[('senators', 1.0), ('editor', 0.9795902155134815), ('mothers', 0.8937441675083376), ('myself', 0.884841035285443), ('pursue', 0.867578396094281)]","[('\x80', 1.0), ('\x99', 1.0), ('\x9c', 1.0), ('\x9d', 1.0), ('editor', 0.9582256065186568)]","[('editor', 1.0), ('Jacob', 0.9131350014544333), ('president', 0.9095712573826121), ('senators', 0.8965160703193454), ('owners', 0.8840742114846147)]","[('editor', 1.0), ('Jacob', 0.9301005984173952), ('tsunami', 0.9244205178832192), ('Homer', 0.9206605684786409), ('teammates', 0.8969788394350983)]","[('editor', 1.0), ('Jacob', 0.9521953151709815), ('tsunami', 0.9297853201609628), ('Homer', 0.915795890955078), ('teammates', 0.8953225840358217)]"
